Label,X,Y,Z,slop(x),slop(x/z),slop(1/z),slop(1/x),slop(z/x),slop(z)
4,849.92035,0.658266,11.601862,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
3,1038.069515,0.748172,-12.649967,0.8994,-0.946223889,1.052061251,-1.11,-1.056832333,0.950515
17,1001.187687,0.749372,0.855164,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
7,28.524561,0.744838,82.323394,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
4,-414.872119,0.658266,84.92158,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
-1,618.437323,0.746216,-0.812256,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
0,-228.002642,0.746279,70.841687,-1.56485,-18.05964293,-11.54081409,0.639,-0.05537208,-0.086649
13,456.375223,0.744162,-37.106813,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
14,918.628396,0.746095,-16.061031,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
16,964.465678,0.696091,-7.531695,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
12,1048.019216,0.744197,-0.188317,-1.242534,1.635182102,1.316005922,0.805,0.611552682,0.759875
9,-371.502393,0.749374,-61.72006,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
0,775.054118,0.746279,15.305318,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
9,-346.473364,0.749374,-60.622155,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
14,319.794299,0.746095,-93.678736,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
16,-172.587483,0.696091,-119.174832,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
10,494.656177,0.680672,-37.011017,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
7,261.130121,0.744838,63.572392,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205
8,132.265378,0.746084,-1.581563,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
15,1029.608547,0.745895,1.434403,-1.605828,-4.025902917,-2.507057366,0.623,-0.248391484,-0.398874
12,1038.694634,0.74372,12.083617,1.014705,1.148515042,-1.131870881,-0.986,0.870689511,-0.883493
8,446.345923,0.746084,-0.90402,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
10,530.343454,0.680672,-34.620917,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
15,1064.011066,0.746064,7.808477,-0.478006,0.31053486,0.649646365,2.09,3.220250373,1.539299
16,-483.284413,0.696091,-149.68104,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
14,570.918275,0.746095,-61.129376,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
5,380.978173,0.754196,79.13558,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
13,815.170264,0.744162,-14.220209,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
7,192.331293,0.744838,69.118463,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205
12,1038.987153,0.743825,1.62784,-0.966491,-1.14762529,-1.187414358,1.03,-0.871364555,-0.842166
14,-187.282961,0.746095,-159.403406,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
16,206.430237,0.696091,-81.960453,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
8,667.956053,0.746084,-0.425957,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
14,741.553797,0.746095,-39.012503,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
8,-231.239008,0.746084,-2.365724,-1.594317,463.4642442,290.6976744,0.627,0.002157664,0.00344
6,1066.073338,0.743931,-45.41227,0.937371,0.791998824,-0.844915006,-1.07,1.262628138,-1.183551
10,-356.485399,0.680672,-94.014892,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
7,361.052228,0.744838,55.517385,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
-1,96.29576,0.746216,-2.271815,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
6,1018.648313,0.746882,-14.34054,0.013719,-0.00808848,0.589582316,-72.9,-123.6326263,1.696116
8,511.71294,0.746084,-0.763009,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
-1,149.313211,0.746216,-2.123614,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
9,703.181569,0.749374,-14.578786,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
1,128.284311,0.745381,64.595285,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
17,-230.243072,0.749372,14.537432,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
9,549.878762,0.749374,-21.303451,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
9,420.040671,0.749374,-26.99883,-1.564315,22.79677936,14.57301078,0.639,0.043865845,0.06862
14,-452.894859,0.746095,-193.830614,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
10,426.850349,0.680672,-41.552206,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
6,1038.833186,0.746463,-49.797934,1.708547,24.31368559,-14.23062145,-0.585,0.0411291,-0.070271
11,807.084379,0.750461,-6.939008,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
15,1021.815102,0.742156,8.687765,-0.324691,-0.206640162,-0.636420972,3.08,-4.839330317,-1.571287
12,1049.467025,0.743769,1.337073,-0.885743,0.930934273,1.051020751,1.13,1.074189692,0.951456
7,347.94769,0.744838,56.573779,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
10,-167.342827,0.680672,-81.347364,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
2,94.942372,0.745906,38.34836,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279
12,1050.939223,0.746336,3.696951,-0.499328,0.502927452,1.007208592,2.0,1.988358354,0.992843
12,1049.310001,0.743707,1.150818,-0.925136,0.990549937,1.070707374,1.08,1.009540219,0.933962
12,1036.866994,0.746943,7.867962,0.100253,0.089573029,-0.893469808,-9.97,11.16407489,-1.119232
4,681.167716,0.658266,21.384412,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
8,443.157288,0.746084,-0.910899,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
-1,959.034281,0.746216,0.139825,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
0,172.594137,0.746279,48.661793,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
3,1049.637466,0.748475,-12.594777,0.894211,0.868597788,-0.971356636,-1.12,1.15128085,-1.029488
3,1035.969214,0.748434,-8.627177,0.355809,-0.357711309,1.005346432,-2.81,-2.795550422,0.994682
6,1026.773241,0.745181,-0.941975,-1.551364,3.86743615,2.492926322,0.645,0.258569233,0.401135
3,1048.654991,0.748131,-13.414468,0.982475,1.198591908,-1.219971916,-1.02,0.834312323,-0.819691
12,1046.871721,0.74563,13.228705,1.003709,-1.807527184,1.800847839,-0.996,-0.553242025,0.555294
6,1057.499382,0.746848,0.59816,-1.629968,-14.75484747,-9.052231375,0.614,-0.067774337,-0.11047
6,1057.527468,0.745576,-48.801465,1.70227,8.731963046,-5.129599327,-0.587,0.114521786,-0.194947
16,183.65664,0.696091,-84.19651,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
1,1015.604585,0.745381,2.498471,-1.774647,-14.29207538,-8.053475074,0.563,-0.069968845,-0.12417
-1,833.720306,0.746216,-0.210469,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
15,1022.034959,0.74477,29.868417,0.127663,0.073327988,-0.574387158,-7.83,13.63735773,-1.740986
2,897.173106,0.745906,6.203081,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
17,384.67578,0.749372,7.705148,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
7,708.322502,0.744838,27.522931,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205
17,806.835096,0.749372,3.014591,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
2,705.26015,0.745906,13.893008,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
2,983.620383,0.745906,2.739151,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
6,1059.496272,0.745382,-48.495175,1.659475,6.074012935,-3.660201531,-0.603,0.164635803,-0.273209
8,374.601636,0.746084,-1.058789,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
17,688.949099,0.749372,4.324407,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
9,-25.788921,0.749374,-46.555254,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
4,-157.481737,0.658266,70.000721,-1.704573,-17.25049336,-10.12012589,0.587,-0.057969357,-0.098813
15,1063.180432,0.746533,5.51114,-0.826387,0.674808758,0.81657717,1.21,1.481901337,1.224624
6,1069.103618,0.746214,-28.01863,-0.077144,-0.044998822,-0.583309418,13.0,-22.22280411,-1.714356
8,-440.094598,0.746084,-2.816273,-1.594318,463.4645349,290.6976744,0.627,0.002157662,0.00344
0,457.39341,0.746279,32.893274,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
7,944.204197,0.744838,8.507831,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
5,763.177775,0.754196,33.844341,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
3,1051.770285,0.748488,-6.632164,-0.29267,-0.28368045,-0.969284348,3.42,-3.525093108,-1.031689
7,133.36087,0.744838,73.872238,-1.638068,-12.40490723,-7.572889057,0.61,-0.080613259,-0.13205
13,-160.410539,0.744162,-76.449975,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
15,1031.485475,0.745169,0.808149,-1.69555,-6.655113944,-3.925047297,0.59,-0.150260387,-0.254774
1,887.830445,0.745381,11.440343,-1.77464,-14.28937219,-8.051983606,0.563,-0.069982081,-0.124193
10,-618.786891,0.680672,-111.582124,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
1,598.564044,0.745381,31.683931,-1.774641,-14.28938024,-8.051983606,0.563,-0.069982041,-0.124193
6,1068.942459,0.745908,-24.579546,-0.088787,-0.051509006,-0.580141299,11.3,-19.41408089,-1.723718
1,160.22784,0.745381,62.359797,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
16,-8.292248,0.696091,-103.043277,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
13,-211.666973,0.744162,-79.71949,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
10,-126.302457,0.680672,-78.59875,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
7,311.910208,0.744838,59.478864,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
2,-209.352044,0.745906,50.541397,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
17,-352.908232,0.749372,15.900349,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
-1,62.557382,0.746216,-2.366125,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
16,-351.522887,0.696091,-136.743853,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
6,1020.72907,0.744897,-43.321889,0.6241,-0.460754645,0.738270542,-1.6,-2.170352508,1.354517
6,1064.627343,0.743919,-2.245268,-1.190916,-1.284304178,-1.078417099,0.84,-0.778631742,-0.927285
7,718.150906,0.744838,26.730636,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
15,1065.373919,0.744614,28.632113,-0.038213,0.022475499,0.588163677,26.2,44.49289509,1.700207
13,435.872649,0.744162,-38.414619,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
8,318.800524,0.746084,-1.179164,-1.594317,463.4642442,290.6976744,0.627,0.002157664,0.00344
4,203.887539,0.658266,49.05223,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
4,720.372873,0.658266,19.111699,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
8,1002.762724,0.746084,0.296297,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
10,-258.345385,0.680672,-87.442118,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
7,-379.354204,0.744838,115.203672,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
1,937.520379,0.745381,7.962916,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
11,991.261436,0.750461,-1.21387,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
-1,769.456729,0.746216,-0.390107,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
11,-417.351986,0.750461,-45.000568,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
8,548.382242,0.746084,-0.683905,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
9,77.455827,0.749374,-42.026398,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
14,-309.625411,0.746095,-175.260787,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
8,1007.545677,0.746084,0.306615,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
17,328.91889,0.749372,8.324656,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
8,245.46192,0.746084,-1.337372,-1.594318,463.4645349,290.6976744,0.627,0.002157662,0.00344
11,-516.261887,0.750461,-48.075179,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
1,-152.108887,0.745381,84.217905,-1.774641,-14.28938024,-8.051983606,0.563,-0.069982041,-0.124193
6,1031.80466,0.746751,-49.959799,1.655785,-45.70961241,27.60600707,-0.604,-0.021877236,0.036224
15,1064.915222,0.744696,17.221582,-0.105239,0.060447375,0.574381879,9.5,16.54331569,1.741002
10,771.23258,0.680672,-18.487745,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
4,299.343575,0.658266,43.518667,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
9,207.293918,0.749374,-36.331019,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
5,854.712974,0.754196,22.99728,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
14,727.065875,0.746095,-40.890351,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
5,576.895616,0.754196,55.919062,-1.60588,-8.438675775,-5.254860746,0.623,-0.118502005,-0.1903
14,360.038526,0.746095,-88.462493,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
2,-62.391672,0.745906,44.652714,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
3,1039.356219,0.748174,-1.035464,-1.009833,1.341316594,1.328255854,0.99,0.745536143,0.752867
-1,557.386925,0.746216,-0.982913,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
3,1049.805085,0.74864,-12.439473,0.880337,0.83112132,-0.9440945,-1.14,1.203193777,-1.059216
13,497.38037,0.744162,-34.491201,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
3,1051.733539,0.748465,-6.378293,-0.321168,-0.317238995,-0.987766512,3.11,-3.152197604,-1.012385
1,990.759594,0.745381,4.237103,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
0,476.171384,0.746279,31.853591,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
13,191.550311,0.744162,-53.999307,-1.708548,15.67719736,9.175743006,0.585,0.063786911,0.108983
4,-215.437187,0.658266,73.360384,-1.704573,-17.25031878,-10.12002348,0.587,-0.057969943,-0.098814
13,-536.291058,0.744162,-100.426418,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
14,84.768013,0.746095,-124.141599,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
15,1036.700735,0.744601,44.361963,1.698413,-46.34141883,27.2851296,-0.589,-0.021578968,0.03665
7,886.871841,0.744838,13.129557,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
14,168.476005,0.746095,-113.291812,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
10,514.284179,0.680672,-35.696462,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
3,1040.387421,0.748227,-0.442934,-1.023937,1.718087168,1.677922732,0.977,0.582042645,0.595975
8,-82.967482,0.746084,-2.045869,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
-1,383.875267,0.746216,-1.467935,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
9,-369.938079,0.749374,-61.651441,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
8,911.886628,0.746084,0.100257,-1.594318,463.4645349,290.6976744,0.627,0.002157662,0.00344
5,185.06073,0.754196,102.352097,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
5,141.701951,0.754196,107.490179,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
12,1050.439895,0.744757,2.704108,-0.629849,0.62068765,0.985454689,1.59,1.611116315,1.01476
17,462.735428,0.749372,6.837838,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
4,1011.854696,0.658266,2.214567,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
17,160.055163,0.749372,10.200879,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
11,-193.952036,0.750461,-38.056189,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
17,461.142374,0.749372,6.855538,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
13,876.677985,0.744162,-10.296791,-1.708547,15.67704434,9.175658812,0.585,0.063787534,0.108984
4,72.635491,0.658266,56.66088,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
2,601.523417,0.745906,18.049725,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279
1,224.114898,0.745381,57.888821,-1.77464,-14.28937219,-8.051983606,0.563,-0.069982081,-0.124193
-1,248.921755,0.746216,-1.845175,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
12,1051.757158,0.74706,6.587107,-0.156897,0.141911565,0.904488706,6.37,7.046642065,1.105597
4,-513.737298,0.658266,90.65277,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
10,703.426752,0.680672,-23.028934,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
5,-277.432907,0.754196,157.158301,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
0,-242.086141,0.746279,71.621457,-1.564812,-18.06253968,-11.54294553,0.639,-0.0553632,-0.086633
-1,632.896628,0.746216,-0.771838,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
11,32.858599,0.750461,-31.005788,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
2,100.129209,0.745906,38.140524,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
7,-264.689491,0.744838,105.96022,-1.638068,-12.40490723,-7.572889057,0.61,-0.080613259,-0.13205
-1,-176.824443,0.746216,-3.035277,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
8,368.224366,0.746084,-1.072546,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
4,-125.094868,0.658266,68.123262,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
-1,973.493586,0.746216,0.180244,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
11,408.034087,0.750461,-19.343472,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
9,185.393517,0.749374,-37.291685,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
2,-460.049148,0.745906,60.586796,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279
6,1033.721789,0.746882,-49.902736,1.696127,123.5433753,-72.83851701,-0.59,0.008094323,-0.013729
17,-166.520911,0.749372,13.829423,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
3,1049.084887,0.748409,-1.589508,-1.016091,-1.127643093,-1.109785534,0.984,-0.886805414,-0.901075
14,-180.843884,0.746095,-158.568807,-1.60977,7.715168943,4.792715073,0.621,0.12961479,0.20865
2,150.26863,0.745906,36.131444,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
16,766.010048,0.696091,-27.017336,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
0,540.329443,0.746279,28.30135,-1.564812,-18.06253968,-11.54294553,0.639,-0.0553632,-0.086633
1,-38.531896,0.745381,76.269502,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
12,1042.320341,0.746548,-1.239582,-0.974092,-2.431406613,-2.496074922,1.03,-0.41128456,-0.400629
3,1042.849469,0.748464,0.568827,-1.01204,3.145218183,3.107800268,0.988,0.317942967,0.321771
3,1040.851756,0.748961,-14.735421,1.371527,-2.990421681,2.180359323,-0.729,-0.334401,0.45864
9,265.173549,0.749374,-33.792114,-1.564314,22.79676479,14.57301078,0.639,0.043865873,0.06862
11,542.756194,0.750461,-15.15564,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
3,1036.084258,0.748998,-5.155779,-0.286614,0.222592588,0.776628454,3.49,4.492512578,1.287617
-1,573.452819,0.746216,-0.938003,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
10,792.644946,0.680672,-17.053685,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
8,-296.606025,0.746084,-2.506736,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
